title,author,tag,series,isbn
"David Hume : ensayos morales, políticos y literarios ","Hume, David, 1711-1776",1(Hum),"Libertad de los antiguos, Libertad de los modernos",9788498791693
"Kant esencial : los pensamientos sin contenidos son vacíos, las instituciones sin conceptos son ciegas ","Kant, Immanuel, 1724-1804",1(Kan),Esencial (Montesinos),9788492616596
Immanuel Kant : sis assaigs i un diàleg d'ultratomba ,"Lluís Font, Pere",1(Kan) Llu,Arpa (Arpa)   16,9788416601257
Ser humano : un cambio radical de la mente ,"Krishnamurti, Jiddu, 1895-1986",1(Kri),Krishnamurti,9788484455028
Compendio del Ensayo sobre el entendimiento humano ,"Locke, John, 1632-1704",1(Loc),Clásicos del pensamiento (Tecnos)   91,9788430949915
Carta sobre la tolerancia ,"Locke, John, 1632-1704",1(Loc),Clásicos del pensamiento (Tecnos)   7,9788430947133
Ensayo sobre la tolerancia y otros escritos sobre ética y obediencia civil ,"Locke, John, 1632-1704",1(Loc),Clásicos del pensamiento económico y social   8,9788499402314
Crear en la vanguardia ,"Marina, José Antonio",1(Mar),Libros de vanguardia,9788496642706
Por qué Marx tenía razón ,"Eagleton, Terry",1(Mar) Eag,Atalaya (Península)   439,9788499421155
Vida i pensament de Ramon Martí d'Eixalà ,"Vilajosana Rubio, Josep M.",1(Mar) Vil,,9788499750880
La Persuasión y la retórica ,"Michelstaedter, Carlo",1(Mic),Noesis,9788496867505
Sobre la libertad ,"Mill, John Stuart, 1806-1873",1(Mil),Ciencias sociales (Alianza)   3400,9788420635033
Assaigs. Llibre primer ,"Montaigne, Michel de, 1533-1592",1(Mon),,9788499302256
"Cómo vivir, una vida con Montaigne : en una pregunta y veinte intentos de respuesta ","Bakewell, Sarah",1(Mon) Bak,,9788434413399
Utopia ,"More, Thomas, sant, 1478-1535",1(Mor),El Far (Angle)   31,9788415307501
Así habló Zarathustra ,"Nietzsche, Friedrich Wilhelm, 1844-1900",1(Nie),Obras maestras del pensamiento contemporáneo   2,8439521707
El Naixement de la tragèdia ,"Nietzsche, Friedrich Wilhelm, 1844-1900",1(Nie),Vagueries   7,9788492405374
La Genealogia de la moral ,"Nietzsche, Friedrich Wilhelm, 1844-1900",1(Nie),Educació 62   58,9788492672752
Ecce homo : cómo se llega a ser lo que se es ,"Nietzsche, Friedrich Wilhelm, 1844-1900",1(Nie),Biblioteca Nietzsche (Alianza),8420633941
Nietzsche : biografía de su pensamiento ,"Safranski, Rüdiger",1(Nie) Saf,Fábula (Tusquets)   181,8483107961
Elogio de la ociosidad : un ensayo filosófico sobre el valor de no hacer nada ,"O'Connor, Brian",1(OCo),,9788418223198
Cosmos : una ontología materialista ,"Onfray, Michel",1(Onf),Paidós contextos,9788449331947
Nunca fue tan hermosa la basura : artículos y ensayos ,"Pardo, José Luis (Filòsof)",1(Par),,9788481098556
Pensaments ,"Pascal, Blaise, 1623-1662",1(Pas),Ara clàssics,9788416154395
Apologia de Sòcrates   Critó   Eutifró   Protàgores ,Plató,1(Pla),Textos filosòfics (Laia)   2,8472225925
El Banquete ,Plató,1(Pla),Biblioteca básica Gredos,9788424907389
Apología de Sócrates   Critón   Carta VII ,Plató,1(Pla),Austral   164,8423919641
"El Banquete, o, Del amor   Fedón, o, Del alma ",Plató,1(Pla),Clásicos universales Planeta   44,8432048755
"Platón, filosofo del placer ","Lefebvre, René",1(PLa) Lef,Filosofía (Biblos),9789507867842
¿Quién soy y ... cuántos? : un viaje filosófico ,"Precht, Richard David",1(Pre),,9788434488311
"Francesc Pujols, filòsof ","Cuscó i Clarasó, Joan",1(Puj) Cus,Recerca i pensament   73,9788492542932
"La Querella de los filósofos : Rosseau, Hume y los límites del entendimiento humano ","Zaretsky, Robert",1(Ros) Zar,,9788492616657
Filosofía de andar por casa ,"Rubert de Ventós, Xavier",1(Rub),Noesis,9788496867567
En què crec jo ,"Russell, Bertrand, 1872-1970",1(Rus),Delos (Proteus),9788415047483
Por qué no soy cristiano ,"Russell, Bertrand, 1872-1970",1(Rus),Biblioteca pensamiento crítico, 
Conversaciones con Sartre ,"Gerassi, John",1(Sar) Ger,Ensayo (Sexto Piso),9788496867956
El Siglo de Sartre ,"Lévy, Bernard-Henri",1(Sar) Lev,Sine qua non (Ediciones B),8466601759
Mi concepción del mundo   seguido de Mi vida ,"Schrödinger, Erwin, 1887-1961",1(Sch),Metatemas   16,9788490664353
¿És breu la vida? ,"Sèneca, Luci Anneu",1(Sen),Aetas   23,9788492405824
Estrès i llibertat ,"Sloterdijk, Peter",1(Slo),,9788494468018
Ser y poder : Spinoza y los fundamentos del laicismo moderno , ,1(Spi),Monográfica (Universidad de Granada). Biblioteca de humanidades. Filosofía y pensamiento   11,9788433850553
"Walden, o, La vida als boscos ","Thoreau, Henry David, 1817-1862",1(Tho),Portàtil (Símbol)   12,9788415315018
Cartas filosóficas   Tratado sobre la tolerancia   Diccionario filosófico   Opúsculos   Cuentos   Memorias para servir a la vida de Voltaire escritas por él mismo ,"Voltaire, 1694-1778",1(Vol),Biblioteca de grandes pensadores,9788424917562
Voltaire contraataca ,"Glucksmann, André, 1937-2015",1(Vol) Glu,Actualidad (Galaxia Gutenberg),9788416495375
"Antropología del paisaje : climas, culturas y religiones ","Watsuji, Tetsuro, 1889-1960",1(Wat),El Peso de los días   53,8430116214
Tractatus logico-philosophicus : investigaciones filosóficas sobre la certeza ,"Wittgenstein, Ludwig, 1889-1951",1(Wit),Biblioteca de grandes pensadores,9788424936198
La Diversidad de lo bueno ,"Wright, G. H. von",1(Wri),Filosofía y derecho,9788497687140
Pandèmia : la covid-19 trasbalsa el món ,"Zizek, Slavoj",1(Ziz),Nous quaderns anagrama   26,9788433916426
Como un ladrón en pleno día : el poder de la era de la poshumanidad ,"Zizek, Slavoj",1(Ziz),Argumentos   552,9788433964656
Estética del aparecer ,"Seel, Martin",111.85 See,Conocimiento (Katz),9788492946143
Cerebro y universo : dos cosmologías ,"Jou i Mirabent, David",113 Jou,El Espejo y la lámpara (Universitat Autònoma de Barcelona)   1,9788493871703
Historias del tiempo ,"Redondi, Pietro",113 Red,Biblioteca de la nueva cultura,9788424903800
Tiempo : la dimensión temporal y el arte de vivir ,"Safranski, Rüdiger",113 Saf,Ensayo (Tusquets)   94,9788490663882
La Paradoja del tiempo : la nueva psicología del tiempo ,"Zimbardo, Philip G.",113 Zim,Paidós contextos   165,9788449323119
Recuerda que vas a morir : vive ,"Kalanithi, Paul, 1977-2015",122 Kal,Los Tres mundos,9788432229497
La Lógica de la libertad : reflexiones y réplicas ,"Polanyi, Michael",122 Pol,Conocimiento (Katz)   3062,9788496859630
"¡Escucha, hombrecillo! : discurso sobre la mediocridad ","Reich, Wilhelm, 1897-1957",122 Rei,Rugido y carcajada   2,9788494246685
Filosofía de la caducidad ,"Valdecantos, Antonio",122 Val,,9788416032778
Antropología filosófica ,"Ayllón, José Ramón",128 Ayl,,9788434469617
"La Gran aventura humana : pasado, presente y futuro del mono desnudo ","Brieva, Miguel",128 Bri,,9788416195831
Per una mort apropiada ,"Broggi, Marc Antoni",128 Bro,Llibres a l'abast   422,9788429768558
Cinc meditacions sobre la mort : (altrament dit sobre la vida) ,"Cheng, François",128 Che,,9788494237638
Los Cuentos de Luca : un modelo de acompañamiento para niñas y niños en cuidados paliativos ,"Clerico Medina, Carlo",128 Cle,AMAE,9788433024817
El Dol ,"Dalmau, Bernabé",128 Dal,,9788498838787
La Derrota social de la muerte ,"Gil Villa, Fernando",128 Gil,Lecturas (Abada),9788415289067
"Duelo perinatal : psicología, atención y cuidados ","Gómez-Ulla, Pilar",128 Gom,Temas en perinatalidad   5,9788413571522
"Cómo abordar la muerte y el duelo con los niños : aspectos teóricos, prácticos y educativos ","León Mejía, Ana",128 Leo,"Niños, adolescentes, padres   21",9788491712169
L'Experiència de la pèrdua : assaig de filosofia literària ,"Mèlich, Joan-Carles",128 Mel,,9788494717413
En la vida i en la mort : com acompanyar en el procés de dol els nens i adolescents ,"Puyané Oliva, Meritxell",128 Puy,Créixer (Abadia de Montserrat)   2,9788498838176
"I jo, també em moriré? : com es pot ajudar els infants i els joves a conviure amb la pèrdua i la mort de qui estimen ","Serra i Llanas, Xusa",128 Ser,No-ficció (Columna),9788466418393
Diez teorías de la naturaleza humana ,"Stevenson, Leslie Forster",128 Ste,Teorema (Cátedra),9788437627014
Terror en la Luna ,"Benítez, J. J.",133 Ben,Biblioteca J.J. Benítez,8439584326
Historia ilustrada de los ovnis ,"Boardman, Adam Allsuch",133 Boa,,9788412314311
Feng-shui : la salud y el bienestar de tu casa ,"Curto, Loli",133 Cur,,9788417307608
El Misterio de las catedrales : la obra maestra de la hermética en el siglo XX ,Fulcanelli (Pseudònim),133 Ful,Bestseller (Random House Mondadori), 
"El Peligro de creer : cómo los médiums, médicos alternativos y otros nos engañan, nos sacan el dinero y juegan con nuestros sentimientos y salud ","Gámez, Luis Alfonso",133 Gam,Léeme   15,9788415589273
Spock i jo : de la ciència-ficció a la espiritualitat ,"Villalba Lizandra, Elena",133 Vil,,9788496563964
Grandes misterios y leyendas de España ,"Zavala, José María",133 Zav,,9788401022722
Nostradamus : historiador y profeta ,"Fontbrune, Jean-Charles de, 1935-2010",133.3 Fon,,8485923979
Historia de la brujería en España ,"Pérez, Joseph",133.4 Per,,9788467035483
1000 sueños :  guía ilustrada para comprender su significado ,"Fontana, David",135 Fon,,9788448069650
El Gran libro de los sueños ,"Salas, Emilio",135 Sal,,8427016913
100 somnis interpretats : les claus per entendre els missatges que ens envia el subconscient ,"Swan, Rupert L.",135 Swa,De cent en cent   40,9788490344941
Grafología : el reflejo de la personalidad sobre el papel ,"Martínez Miralpeix, Àlex",137 Mar,,9788425520051
50 teorías psicológicas fascinantes y sugerentes ,"Jarrett, Christian",15 Jar,Guía breve (Blume),9788498015607
Cuestiones psicológicas : respuestas con personalidad ,"Martín, Belén Jacoba",15 Mar,,9788466237888
Juntos : el poder de la conexión humana ,"Murthy, Vivek Hallegere",15 Mur,Ares y mares,9788491992639
Psicología ,"Myers, David G.",15 Mye,,9788498353167
Psicología contemporánea básica y aplicada ,"Puente, Aníbal",15 Pue,Psicología (Pirámide),9788436824612
Viaje al centro de la mente ,"Siegel, Daniel J.",15 Sie,Paidós contextos,9788449332876
"El Libro de la psicología : del chamanismo a la neurociencia de vanguardia, 250 hitos de la historia de la psicología ","Pickren, Wade E.",15(09) Pic,,9789089984937
Bases genéticas de la conducta , ,150.19 Bas,Psicología (Universitat Oberta de Catalunya)   117,9788497887717
Del organismo al cuerpo : gestalt corporal ,"Carbajal Pérez, Luis",150.19 Car,,9788415097129
Terapia sistémica para familias : cómo alcanzar una mejor convivencia familiar ,"Brik, Eduardo",150.195 Bri,Terapia familiar sistémica,9788491713685
"Diagnóstico vincular : sujeto, pareja, familia ", ,150.195 Dia,,9789506494452
El Libro de los símbolos : reflexiones sobre las imágenes arquetípicas , ,150.195 Lib,,9783836525732
Secretos del alma : una historia social y cultural del psicoanálisis ,"Zaretsky, Eli",150.195 Zar,,9788432314674
Cómo desarrollar la inteligencia emocional de los niños : estrategias para padres ,"Alegre, Albert",152 Ale,Guías para padres y madres,9788436839340
Las Cuatro emociones básicas ,"Antoni, Marcelo",152 Ant,,9788425431241
Optimismo inteligente : psicología de las emociones positivas ,"Avia, María Dolores",152 Avi,13/20,9788491049623
Sedueix-te per seduir : viure i educar les emocions ,"Bach, Eva",152 Bac,,9788499301334
Muerte y duelo ,"Barreto Martí, Pilar",152 Bar,Psicología clínica. Guías de intervención   21,9788497564861
Conversaciones sobre la conciencia ,"Blackmore, Susan",152 Bla,Paidós transiciones   80,9788449323430
El Gobierno de las emociones ,"Camps, Victòria",152 Cam,Pensamiento Herder,9788425427442
L'Educació de l'empatia és possible : intel·ligència emocional per a un món millor ,"Carpena, Anna",152 Car,,9788497665483
Fundamentos de fisiología de la conducta ,"Carlson, Neil R.",152 Car,,9788478291168
Postveritats emocionals : els contes que ens expliquem a nosaltres mateixos ,"Conangla i Marín, Ma. Mercè",152 Con,Ecología emocional (Amat),9788417208417
Morirse de vergüenza : el miedo a la mirada del otro ,"Cyrulnik, Boris",152 Cyr,Psicología (Debate),9788499920559
Gracias : el arte de comunicar malas noticias con humanidad ,"Erice, Juana",152 Eri,Gestión del conocimiento,9788416997121
Los Caminos de la alegría : la emoción del sentido de la vida ,"Filliozat, Isabelle",152 Fil,,9788408183426
Fundamentos de psicobiología , ,152 Fun,Psicología (Universitat Oberta de Catalunya)   147,9788497888660
El Círculo de la motivación ,"Fuster, Valentí",152 Fus,,9788408037842
"Pensa i actua com un gat : lliure, tranquil, curiós, observador... ","Garnier, Stéphane",152 Gar,Inspira (Angle)   69,9788417214272
No se lo digas a nadie...así : mejora tus relaciones a través de la inteligencia emocional ,"Gavilán, Francisco",152 Gav,,9788408080022
Intel·ligència emocional ,"Goleman, Daniel",152 Gol,Assaig (Kairós),9788472454637
Inteligencia social : la nueva ciencia de las relaciones humanas ,"Goleman, Daniel",152 Gol,,9788467224153
Les Claus del silenci : l'art de viure ,"Guardans, Teresa",152 Gua,Helios   40,9788417998943
T'estimo tant! : els estils afectius i la por del compromís ,"Guix, Xavier",152 Gui,Atrium   9,9788498091717
Entrénalo para la vida ,"Gutiérrez Lestón, Cristina",152 Gut,Plataforma actual,9788416256273
El Pequeño libro del color : cómo aplicar la psicologia del color a tu vida ,"Haller, Karen",152 Hal,,9788425233456
Camina con tu lobo : descubre los beneficios de andar ,"Hoban, Jonathan",152 Hob,Maeva Inspira,9788418184253
Risoterapia : la mejor medicina : el poder curativo del buen humor y la felicidad ,"Holden, Robert",152 Hol,Terapias naturales (Oniro),9788497545327
Biología del miedo : el estrés y los sentimientos ,"Hüther, Gerald",152 Hut,Plataforma actual,9788415115816
El Silenci en temps de soroll : l'aventura d'aïllar-se del món ,"Kagge, Erling",152 Kag,,9788429776157
El Arte de llevar la contraria : cómo vencer la presión social y apostar por tus ideas ,"Kashdan, Todd B.",152 Kas,,9788411000529
Cerebro y silencio : las claves de la creatividad y la serenidad ,"Le Van Quyen, Michel",152 Le V,Plataforma actual,9788417886004
Amores y desamores :  procesos de vinculación y desvinculación sexuales y afectivos ,"López Sánchez, Félix",152 Lop,Biblioteca de la sexualidad   12,9788497429375
Guía práctica para controlar tu ira : técnicas sencillas para mejorar tus relaciones con los demás ,"MacKay, Matthew",152 Mac,Divulgación/Autoayuda   265,9788449323928
Rupturas : cómo superar el desgarro que produce una experiencia dolorosa ,"Marin, Claire",152 Mar,,9788413440354
Los Miedos y el aprendizaje de la valentía ,"Marina, José Antonio",152 Mar,Biblioteca up (Ariel)   7,9788434417380
Los Miedos y el aprendizaje de la valentía ,"Marina, José Antonio",152 Mar,Biblioteca up (Ariel)   7,9788434417380
Sota la pell del llop : acompanyar les emocions amb els contes tradicionals ,"Martínez Pardo, Eva",152 Mar,Micro-macro referències   19,9788499807928
"Los Hombres buscan, las mujeres eligen : la neurociencia de conocer a alguien, salir juntos, perder la cabeza y encontrar el amor verdadero ","Maslar, Dawn",152 Mas,,9788491114574
Medicina y terapia de la risa : manual ,"Mora Ripoll, Ramón",152 Mor,Serendipity (Desclée de Brouwer). Maior   38,9788433023889
Historia cultural del dolor ,"Moscoso, Javier",152 Mos,Taurus historia,9788430608157
La Inteligencia no verbal ,"Navarro, Joe",152 Nav,Viceversa negocio,9788492819577
"Una Cita con el miedo, una cita con la vida : el instante más oscuro de la noche es justo aquel que precede al alba ","Ordóñez Chica, Patricia",152 Ord,,9788461561711
Emociones y sentimientos : dónde se forman y cómo se transforman ,"Pallarés, Miguel",152 Pal,Vitae (Marge Books),9788415004332
La Ira ,"Pérez Nieto, Miguel Ángel",152 Per,"Psicología, bienestar y salud   5",9788494308048
Comunicación no verbal ,"Pons, Catalina",152 Pon,,9788499884707
Tot al revés ,"Prats, Joan de Déu",152 Pra,Ara Llibres   502,9788417804787
Viatge a l'optimisme : les claus del futur ,"Punset, Eduard, 1936-2019",152 Pun,L'Àncora (Destino)   223,9788497102100
Manual per no morir d'amor : deu principis de supervivència afectiva ,"Riso, Walter",152 Ris,Clàssica (Columna),9788466413732
Lenguaje no verbal : cómo gestionar una comunicación de éxito ,"Rodríguez Escanciano, Imelda",152 Rod,Finanzas y empresa,9788497454759
